Artist,Set_Name,Classifications,Date_Added,Keywords,Set_Num,Color,Franchise,Image,Cost,Inkable,Name,Type,Lore,Rarity,Flavor_Text,Unique_ID,Card_Num,Body_Text,Willpower,Date_Modified,Strength,Set_ID,Gamemode,Card_Variants,Move_Cost,StrengthPlusWillpower,keyword_NA,keyword_Support,keyword_Shift,keyword_Evasive,keyword_Challenger,keyword_Rush,keyword_Ward,keyword_Resist,keyword_Bodyguard,keyword_Singer,keyword_Reckless,Has_Keywords,Has_Bespoke,Basic_Cost,Keyword_Cost,Bespoke_Cost,is_meta,res
Matt Chapman,The First Chapter,"Dreamborn, Ally",2023-08-18T12:00,,1,Emerald,,https://lorcana-api.com/images/genie/the_ever_impressive/genie-the_ever_impressive-large.png,2,TRUE,Genie - The Ever Impressive,Character,1,Common,"""You can wish for nearly anything! Do you want the short version, or should I give you the whole song and dance?""",TFC-077,77,NA,3,2024-08-29 16:27:12.0,2,TFC,Lorcana,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.9409197534742195,0,0,FALSE,0.059080246525780554
R. La Barbera / L. Giammichele,The First Chapter,"Storyborn, Villain",2023-08-18T12:00,,1,Emerald,,https://lorcana-api.com/images/duke_of_weselton/opportunistic_official/duke_of_weselton-opportunistic_official-large.png,1,TRUE,Duke Of Weselton - Opportunistic Official,Character,1,Common,"""Sorcery! I knew there was something dubious going on here.""",TFC-073,73,NA,2,2024-08-29 16:27:12.0,2,TFC,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
Giulia Riva,The First Chapter,"Dreamborn, Ally",2023-08-18T12:00,,1,Amethyst,,https://lorcana-api.com/images/the_wardrobe/belle's_confidant/the_wardrobe-belle's_confidant-large.png,3,TRUE,The Wardrobe - Belle's Confidant,Character,1,Common,When you simply must have the hautest couture.,TFC-057,57,NA,4,2024-08-29 16:27:12.0,3,TFC,Lorcana,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.8952777458980323,0,0,FALSE,0.10472225410196787
Jared Nickerl,The First Chapter,"Storyborn, Ally",2023-08-18T12:00,,1,Amethyst,,https://lorcana-api.com/images/sven/official_ice_deliverer/sven-official_ice_deliverer-large.png,6,TRUE,Sven - Official Ice Deliverer,Character,1,Uncommon,"""Reindeer comin' through!"" 
- Kristoff",TFC-055,55,NA,7,2024-08-29 16:27:12.0,5,TFC,Lorcana,,NA,12,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,5.281172726957564,0,0,FALSE,0.7188272730424363
Giulia Riva,The First Chapter,"Storyborn, Ally",2023-08-18T12:00,,1,Amethyst,,https://lorcana-api.com/images/olaf/friendly_snowman/olaf-friendly_snowman-large.png,1,TRUE,Olaf - Friendly Snowman,Character,1,Uncommon,"""I'm Olaf and I like warm hugs!""",TFC-052,52,NA,3,2024-08-29 16:27:12.0,1,TFC,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,TRUE,-0.46374075726231345
Grace Tran,The First Chapter,"Dreamborn, Villain, Sorcerer",2023-08-18T12:00,,1,Amethyst,,https://lorcana-api.com/images/maleficent/biding_her_time/maleficent-biding_her_time-large.png,1,FALSE,Maleficent - Biding Her Time,Character,2,Rare,"""One mustn't rush these things, or the greatest plan might come to nothing.""",TFC-048,48,NA,1,2024-08-29 16:27:12.0,1,TFC,Lorcana,,NA,2,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.131450778784164,0,0,TRUE,-0.13145077878416395
Duyen Nguyen / Aubrey Archer,The First Chapter,"Storyborn, Hero, Queen, Sorcerer",2023-08-18T12:00,,1,Amethyst,,https://lorcana-api.com/images/elsa/queen_regent/elsa-queen_regent-large.png,4,TRUE,Elsa - Queen Regent,Character,1,Common,"""I never knew what I was capable of.""",TFC-040,40,NA,4,2024-08-29 16:27:12.0,4,TFC,Lorcana,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.3724567421099385,0,0,FALSE,0.6275432578900617
Kendall Hale,The First Chapter,"Dreamborn, Ally",2023-08-18T12:00,,1,Amethyst,,https://lorcana-api.com/images/archimedes/highly_educated_owl/archimedes-highly_educated_owl-large.png,1,TRUE,Archimedes - Highly Educated Owl,Character,1,Common,"""Flying is not merely some crude, mechanical process. It is a delicate art. Purely aesthetic. Poetry of motion. And the best way to learn it is to do it!""",TFC-036,36,NA,2,2024-08-29 16:27:12.0,2,TFC,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
Alex Accorsi,The First Chapter,"Storyborn, Hero, Alien",2023-08-18T12:00,,1,Amber,,https://lorcana-api.com/images/stitch/new_dog/stitch-new_dog-large.png,1,TRUE,Stitch - New Dog,Character,1,Common,"Lilo: ""David! I got a new dog!"" 
David: ""Auwe! . . . You sure it's a dog?"" 
Lilo: ""Uh-huh. He used to be a collie before he got ran over.""",TFC-022,22,NA,2,2024-08-29 16:27:12.0,2,TFC,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
James Gray,The First Chapter,"Storyborn, Ally",2023-08-18T12:00,,1,Amber,,https://lorcana-api.com/images/pumbaa/friendly_warthog/pumbaa-friendly_warthog-large.png,4,TRUE,Pumbaa - Friendly Warthog,Character,1,Common,"""You gotta put your behind in your past.""",TFC-017,17,NA,5,2024-08-29 16:27:12.0,3,TFC,Lorcana,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.3724567421099385,0,0,FALSE,0.6275432578900617
Kamil Murzyn / Eri Welli,The First Chapter,"Dreamborn, Ally, Pirate",2023-08-18T12:00,,1,Amber,,https://lorcana-api.com/images/mr._smee/loyal_first_mate/mr._smee-loyal_first_mate-large.png,3,TRUE,Mr. Smee - Loyal First Mate,Character,1,Common,"""Mr. Smee is a kind, gentle soul who lives to bring comfort and aid to a twisted old villain. Now, what good is kindness like that?"" 
- Peter Pan",TFC-015,15,NA,5,2024-08-29 16:27:12.0,2,TFC,Lorcana,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.8952777458980323,0,0,FALSE,0.10472225410196787
Kendall Hale,The First Chapter,"Dreamborn, Princess",2023-08-18T12:00,,1,Amber,,https://lorcana-api.com/images/minnie_mouse/beloved_princess/minnie_mouse-beloved_princess-large.png,2,TRUE,Minnie Mouse - Beloved Princess,Character,1,Common,"Wherever the princess goes, her musketeers are . . . well, they're around somewhere, probably.",TFC-013,13,NA,3,2024-08-29 16:27:12.0,2,TFC,Lorcana,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.9409197534742195,0,0,FALSE,0.059080246525780554
Dave Beauchene,The First Chapter,"Storyborn, Hero",2023-08-18T12:00,,1,Amber,,https://lorcana-api.com/images/mickey_mouse/true_friend/mickey_mouse-true_friend-large.png,3,TRUE,Mickey Mouse - True Friend,Character,2,Uncommon,"As long as he's around, newcomers to the Great Illuminary will always get a warm welcome.",TFC-012,12,NA,3,2024-08-29 16:27:12.0,3,TFC,Lorcana,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.040166763631789,0,0,FALSE,-0.040166763631788935
Dave Beauchene,The First Chapter,"Storyborn, Hero",2023-08-18T12:00,,1,Amber,,https://lorcana-api.com/images/lilo/making_a_wish/lilo-making_a_wish-large.png,1,FALSE,Lilo - Making a Wish,Character,2,Rare,"""A falling star . . . I have to make a wish!""",TFC-009,9,NA,1,2024-08-29 16:27:12.0,1,TFC,Lorcana,,NA,2,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.131450778784164,0,0,FALSE,-0.13145077878416395
Kasia Brzezinska,Shimmering Skies,"Storyborn, Hero",2024-08-12T01:23:26,,5,Steel,The Sword in the Stone,https://lorcana-api.com/images/arthur/wart/arthur-wart-large.png,2,TRUE,Arthur - Wart,Character,2,Uncommon,"""That boy's got real spark. Lots of spirit. Throws himself heart and soul into everything he does.""
-Merlin",SSK-190,190,NA,2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.0858087712079763,0,0,FALSE,-0.08580877120797645
Brian Weisz,Shimmering Skies,"Storyborn, Knight",2024-08-12T01:18:58,,5,Steel,The Sword in the Stone,https://lorcana-api.com/images/sir_ector/castle_lord/sir_ector-castle_lord-large.png,7,FALSE,Sir Ector - Castle Lord,Character,3,Rare,"""Well, by Jove. Don't just stand there. Raise a glass to my son Kay . . . and may we be rid of the trickster wizard Marvin, or whatever his blasted name was.""",SSK-188,188,NA,10,2024-08-29 16:27:12.0,7,SSK,NA,,NA,17,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,8.91120373590842,0,0,FALSE,-1.911203735908421
Valerio Buonfantino,Shimmering Skies,Storyborn,2024-08-12T00:27:47,,5,Steel,The Emperor's New Groove,https://lorcana-api.com/images/royal_guard/bovine_protector/royal_guard-bovine_protector-large.png,4,TRUE,Royal Guard - Bovine Protector,Character,1,Common,"""Hey, I've been turned into a cow. Can I go home?""",SSK-175,175,NA,7,2024-08-29 16:27:12.0,1,SSK,NA,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.3724567421099385,0,0,FALSE,0.6275432578900617
Jon Densk / Hayley Evans,Shimmering Skies,Storyborn,2024-08-12T00:25:34,,5,Steel,The Emperor's New Groove,https://lorcana-api.com/images/rudy/groove_disrupter/rudy-groove_disrupter-large.png,1,TRUE,Rudy - Groove Disrupter,Character,1,Common,"""The Illuminary can't handle this much groove! We have to keep the noise down or it'll fall apart for sure!""",SSK-174,174,NA,2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
Matt Chapman,Shimmering Skies,"Storyborn, Ally",2024-08-11T20:10:36,,5,Sapphire,Duck Tales,https://lorcana-api.com/images/ludwig_von_drake/self-proclaimed_genius/ludwig_von_drake-self-proclaimed_genius-large.png,5,TRUE,Ludwig Von Drake - Self-Proclaimed Genius,Character,3,Uncommon,"""So you see, there's a dark void at the edge of Lorcana. A complete absence of electromagnetic radiation! What's it made of? I don't know! The light's just gone. Kaput!""",SSK-151,151,NA,4,2024-08-29 16:27:12.0,4,SSK,NA,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,4.616592770001264,0,0,FALSE,0.3834072299987354
Cam Kendell,Shimmering Skies,"Storyborn, Hero",2024-08-11T19:17:59,,5,Sapphire,Duck Tales,https://lorcana-api.com/images/scrooge_mcduck/afficionado_of_antiquities/scrooge_mcduck-afficionado_of_antiquities-large.png,4,FALSE,Scrooge McDuck - Afficionado of Antiquities,Character,2,Rare,"""The secret room should be right here! Ach, I cannot believe I paid a whole penny for this map.""",SSK-140,140,NA,5,2024-08-29 16:27:12.0,5,SSK,NA,,NA,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,4.948882748479414,0,0,FALSE,-0.948882748479414
Rianti Hidayat,Shimmering Skies,"Storyborn, Ally",2024-08-11T19:15:12,,5,Sapphire,The Emperor's New Groove,https://lorcana-api.com/images/chaca/impressive_daughter/chaca-impressive_daughter-large.png,4,TRUE,Chaca - Impressive Daughter,Character,2,Common,"""Look, look! My tooth is even looser today!""",SSK-138,138,NA,3,2024-08-29 16:27:12.0,4,SSK,NA,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.5173457598436952,0,0,FALSE,0.48265424015630476
Otto Paredes,Shimmering Skies,"Storyborn, Villain, King, Racer",2024-08-11T19:14:10,,5,Sapphire,Wreck-It Ralph,https://lorcana-api.com/images/king_candy/sovereign_of_sugar/king_candy-sovereign_of_sugar-large.png,1,TRUE,King Candy - Sovereign of Sugar,Character,1,Common,"""My sweet subjects, I can without a pinch of hesitation assure you that I have never been so happy.""",SSK-137,137,NA,2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
Gaku Kumatori,Shimmering Skies,"Storyborn, Villain",2024-08-11T04:07:47,,5,Ruby,Classic Disney,https://lorcana-api.com/images/pete/pastry_chomper/pete-pastry_chomper-large.png,3,TRUE,Pete - Pastry Chomper,Character,1,Common,"His half-baked scheme to whisk away the food almost worked. But in the end, he got his just desserts.",SSK-120,120,NA,3,2024-08-29 16:27:12.0,4,SSK,NA,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.8952777458980323,0,0,FALSE,0.10472225410196787
Mike Parker,Shimmering Skies,Storyborn,2024-08-11T03:49:26,,5,Ruby,Brother Bear,https://lorcana-api.com/images/denahi/avenging_brother/denahi-avenging_brother-large.png,5,FALSE,Denahi - Avenging Brother,Character,2,Rare,"""You'll pay for what you've done! I'll track you all the way to the Azurite Sea if I have to!""",SSK-115,115,NA,5,2024-08-29 16:27:12.0,7,SSK,NA,,NA,12,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,5.903240740903227,0,0,FALSE,-0.9032407409032266
Ellie Harie,Shimmering Skies,"Storyborn, Ally, Racer",2024-08-11T03:24:59,,5,Ruby,Wreck-It Ralph,https://lorcana-api.com/images/rancis_fluggerbutter/chocolate_charger/rancis_fluggerbutter-chocolate_charger-large.png,4,TRUE,Rancis Fluggerbutter - Chocolate Charger,Character,1,Common,"Ingredients: Butter, sugar, unsweetened chocolate, vanilla, and arrogance.",SSK-108,108,NA,4,2024-08-29 16:27:12.0,4,SSK,NA,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.3724567421099385,0,0,FALSE,0.6275432578900617
Koni,Shimmering Skies,"Storyborn, Ally, Racer",2024-08-11T02:51:10,,5,Ruby,Wreck-It Ralph,https://lorcana-api.com/images/taffyta_muttonfudge/ruthless_rival/taffyta_muttonfudge-ruthless_rival-large.png,2,TRUE,Taffyta Muttonfudge - Ruthless Rival,Character,2,Uncommon,"""There's not a glimmer that can keep up with me. You might as well quit now.""",SSK-103,103,NA,2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.0858087712079763,0,0,FALSE,-0.08580877120797645
Otto Paredes,Shimmering Skies,"Storyborn, Ally, Hyena",2024-08-13T01:00:19,,5,Emerald,The Lion King,https://lorcana-api.com/images/banzai/gluttonous_predator/banzai-gluttonous_predator-large.png,2,FALSE,Banzai - Gluttonous Predator,Character,2,Rare,He won't turn down a quick bite before dinner,SSK-080,80,NA,2,2024-08-29 16:27:12.0,3,SSK,NA,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.562987767419883,0,0,TRUE,-0.5629877674198827
Eri Welli,Shimmering Skies,"Storyborn, Ally, Fairy ",2024-08-13T00:57:40,,5,Emerald,Sleeping Beauty,https://lorcana-api.com/images/fauna/good_fairy/fauna-good_fairy-large.png,5,TRUE,Fauna - Good Fairy,Character,2,Common,"""The secret to a good cake is combining
everything just right. Every ingredient is important,
but the magic is in how they work together.""",SSK-078,78,NA,7,2024-08-29 16:27:12.0,3,SSK,NA,,NA,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,4.948882748479414,0,0,FALSE,0.05111725152058609
John Loren,Shimmering Skies,"Storyborn, Ally",2024-08-12T16:23:45,,5,Emerald,Robin Hood,https://lorcana-api.com/images/little_john/camp_cook/little_john-camp_cook-large.png,1,TRUE,Little John - Camp Cook,Character,1,Uncommon,"""You're in for a real treat, Rob. Tonight's house
special is my famous outlaw grub. Made from the
finest whatever we could find!""",SSK-071,71,NA,4,2024-08-29 16:27:12.0,0,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
Aris Zentelis,Shimmering Skies,"Storyborn, Villain, Sorcerer ",2024-08-12T18:51:11,,5,Amethyst,Sleeping Beauty,https://lorcana-api.com/images/maleficent/vengeful_sorceress/maleficent-vengeful_sorceress-large.png,2,TRUE,Maleficent - Vengeful Sorceress,Character,2,Common,"""Evidently my invitation was lost. How dreadful.
Here, let me help with the decorations...""",SSK-054,54,NA,2,2024-08-29 16:27:12.0,2,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.0858087712079763,0,0,FALSE,-0.08580877120797645
Ivan Shavrin,Shimmering Skies,Storyborn,2024-08-12T18:46:54,,5,Amethyst,Pinocchio,https://lorcana-api.com/images/monstro/whale_of_a_whale/monstro-whale_of_a_whale-large.png,5,TRUE,Monstro - Whale of a Whale,Character,1,Uncommon,"The great beast breached the surface of the
Azurite Sea, and the cry went out, ""Monstro!
Monstro!""",SSK-052,52,NA,6,2024-08-29 16:27:12.0,5,SSK,NA,,NA,11,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,4.803993730745657,0,0,FALSE,0.1960062692543427
Samanta Erdini,Shimmering Skies,NA,2024-08-12T16:23:19,,5,Amethyst,Encanto,https://lorcana-api.com/images/luisa_madrigal/entertaining_muscle/luisa_madrigal-entertaining_muscle-large.png,6,FALSE,Luisa Madrigal - Entertaining Muscle,Character,3,Rare,"""This is just o worm-up, folks! Wait 'til you see the
big finale!""",SSK-045,45,NA,8,2024-08-29 16:27:12.0,4,SSK,NA,,NA,12,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,6.52530875484889,0,0,FALSE,-0.5253087548488901
James C Mulligan,Shimmering Skies,"Storyborn, Ally",2024-08-12T16:16:37,,5,Amethyst,Alice in Wonderland,https://lorcana-api.com/images/white_rabbit/royal_herald/white_rabbit-royal_herald-large.png,3,TRUE,White Rabbit - Royal Herald,Character,1,Common,"""Oh me, oh my! Did a piece just fall off the
Illuminary?! I've got to tell someone before it's too
late, late, late!""",SSK-043,43,NA,4,2024-08-29 16:27:12.0,3,SSK,NA,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.8952777458980323,0,0,FALSE,0.10472225410196787
Isabella Ceravolo,Shimmering Skies,"Storyborn, Hero, Princess ",2024-08-11T16:58:05,,5,Amber,Moana,https://lorcana-api.com/images/moana/determined_explorer/moana-determined_explorer-large.png,3,FALSE,Moana - Determined Explorer,Character,2,Common,"""Investigate every port of the Illuminary, find the
chromicons, restore the Illuminary, how hard con
it-wait, what was that noise?""",SSK-018,18,NA,4,2024-08-29 16:27:12.0,3,SSK,NA,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.5173457598436952,0,0,FALSE,-0.5173457598436952
Ron Baird,Shimmering Skies,"Storyborn, Ally",2024-08-11T16:29:05,,5,Amber,Brother Bear,https://lorcana-api.com/images/tuke/northern_moose/tuke-northern_moose-large.png,4,TRUE,Tuke - Northern Moose,Character,1,Common,"""I'd love a snack, but I'm kinda tied up right now.""",SSK-007,7,NA,4,2024-08-29 16:27:12.0,4,SSK,NA,,NA,8,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.3724567421099385,0,0,FALSE,0.6275432578900617
C?sar Vergara / Eri Welli,Shimmering Skies,"Storyborn, Hero, Princess, Racer",2024-08-11T16:28:09,,5,Amber,Wreck-It Ralph,https://lorcana-api.com/images/vanellope_von_schweetz/sugar_rush_champ/vanellope_von_schweetz-sugar_rush_champ-large.png,1,TRUE,Vanellope von Schweetz - Sugar Rush Champ,Character,1,Common,"""Look, the code may say I'm a princess, but I know
who I really am ... .""",SSK-006,6,NA,2,2024-09-20 00:31:24.0,2,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
Shannon Hallstein,Shimmering Skies,"Storyborn, Ally",2024-08-11T16:18:26,,5,Amber,The Lion King,https://lorcana-api.com/images/nala/mischievous_cub/nala-mischievous_cub-large.png,1,TRUE,Nala - Mischievous Cub,Character,1,Uncommon,"The Lorcana Hide-and-Seek Championship was
hers for the taking.",SSK-002,2,NA,4,2024-08-29 16:27:12.0,0,SSK,NA,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
Samantra Erdini,Rise of the Floodborn,"Storyborn, Hero, Princess",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/tiana/diligent_waitress/tiana-diligent_waitress-large.png,1,TRUE,Tiana - Diligent Waitress,Character,1,Common,"""My place is going be special, with great food to fill people's bellies and hot jazz to feed their souls!""",ROF-197,197,NA,3,2024-08-29 16:27:12.0,1,ROF,Lorcana,,NA,4,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.4637407572623133,0,0,FALSE,-0.46374075726231345
Gakue Kumatori,Rise of the Floodborn,"Storyborn, Prince",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/prince_naveen/penniless_royal/prince_naveen-penniless_royal-large.png,3,TRUE,Prince Naveen - Penniless Royal,Character,1,Common,All he's got is his charm.,ROF-191,191,NA,3,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,2.8952777458980323,0,0,FALSE,0.10472225410196787
Koni,Rise of the Floodborn,"Storyborn, Hero",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/pacha/village_leader/pacha-village_leader-large.png,6,TRUE,Pacha - Village Leader,Character,2,Uncommon,"""Don't be fooled by the folksy peasant look."" - Kuzco",ROF-190,190,NA,8,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,12,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,5.903240740903227,0,0,FALSE,0.09675925909677316
Eva Widermann,Rise of the Floodborn,"Storyborn, Hero, Prince",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/hercules/hero_in_training/hercules-hero_in_training-large.png,2,TRUE,Hercules - Hero In Training,Character,1,Common,No need to call IX-I-I!,ROF-182,182,NA,3,2024-08-29 16:27:12.0,2,ROF,Lorcana,,NA,5,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,1.9409197534742195,0,0,FALSE,0.059080246525780554
Marco Giorgianni,Rise of the Floodborn,"Dreamborn, Hero, Knight",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/goofy/knight_for_a_day/goofy-knight_for_a_day-large.png,9,TRUE,Goofy - Knight for a Day,Character,4,Rare,"It's a banner day for Sir Goofy, who is steeled to prove his mettle against anyone courting trouble-jouse in case.",ROF-180,180,NA,10,2024-08-29 16:27:12.0,10,ROF,Lorcana,,NA,20,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,10.964808738489804,0,0,FALSE,-1.9648087384898036
Isaiah Mesq,Rise of the Floodborn,"Storyborn, Mentor",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/eli_la_bouff/big_daddy/eli_la_bouff-big_daddy-large.png,4,TRUE,Eli La Bouff - Big Daddy,Character,2,Uncommon,"""I don't suppose y'all could whip up some more magical beignets with them inkcasters?""",ROF-179,179,NA,5,2024-08-29 16:27:12.0,2,ROF,Lorcana,,NA,7,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.5173457598436952,0,0,FALSE,0.48265424015630476
Nicholas Kole,Rise of the Floodborn,"Dreamborn, Hero",2023-11-17T12:00,,2,Steel,,https://lorcana-api.com/images/donald_duck/deep-sea_diver/donald_duck-deep-sea_diver-large.png,5,TRUE,Donald Duck - Deep-Sea Diver,Character,1,Common,"""You go ahead, Minnie! I'm going to see if there's any lore over here.""",ROF-178,178,NA,5,2024-08-29 16:27:12.0,6,ROF,Lorcana,,NA,11,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,4.803993730745657,0,0,FALSE,0.1960062692543427
Giulia Riva,Rise of the Floodborn,"Storyborn, Ally",2023-11-17T12:00,,2,Sapphire,,https://lorcana-api.com/images/rabbit/reluctent_host/rabbit-reluctent_host-large.png,5,TRUE,Rabbit - Reluctant Host,Character,2,Common,"Pooh: ""Isn't there anybody here at all?""
Rabbit: ""Nobody!""
Pooh: ""Somebody's there... because somebody must have said 'Nobody.'""",ROF-158,158,NA,6,2024-08-29 16:27:12.0,4,ROF,Lorcana,,NA,10,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,4.948882748479414,0,0,FALSE,0.05111725152058609
Vicky Xie / Mariana Moreno,Rise of the Floodborn,"Dreamborn, Hero, Prince",2023-11-17T12:00,,2,Sapphire,,https://lorcana-api.com/images/prince_charming/heir_to_the_throne/prince_charming-heir_to_the_throne-large.png,4,TRUE,Prince Charming - Heir To The Throne,Character,3,Rare,"He'd searched across the Inklands for the young woman who'd stolen his heart at the ball, only to find more mysteries.",ROF-157,157,NA,3,2024-08-29 16:27:12.0,3,ROF,Lorcana,,NA,6,1,0,0,0,0,0,0,0,0,0,0,FALSE,0,3.662234777577452,0,0,FALSE,0.337765222422548
